prefLabel;hasLanguage
esborrachado;pt
equívoco;pt
equipado;pt
episcopal;pt
epiléptico;pt
enxundioso;pt
enxovalhado;pt
envolvido;pt
entupido;pt
entorpecedor;pt
entontecido;pt
ensangüentado;pt
enrouquecido;pt
enraivecido;pt
enobrecedor;pt
engomado;pt
engasgado;pt
engarrafado;pt
enfatuado;pt
enervante;pt
enervado;pt
encrespado;pt
encravado;pt
encolerizado;pt
encarquilhado;pt
encarniçado;pt
encarcerado;pt
encarado;pt
encanado;pt
encalmado;pt
empretecido;pt
empregado;pt
empolgante;pt
emperrado;pt
empapado;pt
embotado;pt
embaçado;pt
embalsamado;pt
elíptico;pt
elucidativo;pt
elegíaco;pt
electrónico;pt
ecléctico;pt
dúbio;pt
duplo;pt
drástico;pt
doux;pt
doutrinal;pt
dominicano;pt
divinal;pt
divergente;pt
diuturno;pt
distorcido;pt
dissonante;pt
discursivo;pt
dilecto;pt
difamatório;pt
dietético;pt
didático;pt
detalhado;pt
desusado;pt
destrambelhado;pt
desproporcionado;pt
despovoado;pt
despedaçado;pt
desorientador;pt
desorganizado;pt
desonroso;pt
desobediente;pt
desnorteado;pt
desmoralizado;pt
desmesurado;pt
desmembrado;pt
desmaiado;pt
desligado;pt
deslembrado;pt
desirmanado;pt
desidratado;pt
desguarnecido;pt
desgracioso;pt
desgastado;pt
desfocado;pt
desfavorável;pt
desfavorecido;pt
desfasado;pt
desengonçado;pt
desenganado;pt
desencorajador;pt
desempenado;pt
descritivo;pt
descoroçoado;pt
desconexo;pt
descomprometido;pt
descabido;pt
descabelado;pt
desatinado;pt
desarrazoado;pt
desapiedado;pt
desacostumado;pt
derrotado;pt
depressivo;pt
deontológico;pt
dengoso;pt
democrático-burguês;pt
dementado;pt
demaiado;pt
deleitado;pt
defeituoso;pt
dedutivo;pt
decotado;pt
decorativo;pt
dactiloscópico;pt
cônscio;pt
cómodo;pt
célere;pt
culposo;pt
cuidado;pt
cristalizado;pt
criador;pt
cretino;pt
crestado;pt
cremoso;pt
credível;pt
crebro;pt
cossaco;pt
coscuvilheiro;pt
cortesão;pt
cortado;pt
corredio;pt
cornudo;pt
coraçudo;pt
cor-de-ameixa;pt
conversível;pt
contraproducente;pt
contingente;pt
construtivo;pt
constituído;pt
constitucional;pt
conspícuo;pt
conspurcado;pt
congelado;pt
confortador;pt
confortado;pt
confessional;pt
condutor;pt
condigno;pt
concêntrico;pt
concluído;pt
conclusivo;pt
concertado;pt
conceptual;pt
concebível;pt
computadorizado;pt
comprimido;pt
compensador;pt
compendioso;pt
columbino;pt
colado;pt
cirúrgico;pt
cioso;pt
cinzento-pálido;pt
cinzento-esverdeado;pt
cilíndrico;pt
chão;pt
chupado;pt
chanfrado;pt
chamativo;pt
cerimonial;pt
celta;pt
cearense;pt
causal;pt
casuístico;pt
castanho-claro;pt
casmurro;pt
carioca;pt
carijó;pt
carbonizado;pt
caqui;pt
cantante;pt
canoro;pt
canhoto;pt
campal;pt
cambiante;pt
calmante;pt
cabalista;pt
buliçoso;pt
bulboso;pt
bugro;pt
bucólico;pt
bruxuleante;pt
bronzeador;pt
bronzeado;pt
briguento;pt
brigado;pt
brejeiro;pt
brazonado;pt
brasiliense;pt
boçal;pt
botânico;pt
bordado;pt
borbulhento;pt
bonacheirão;pt
boleado;pt
boca-de-sino;pt
boa-pinta;pt
bilioso;pt
big;pt
beneficente;pt
bem-nascido;pt
bem-feito;pt
bem-falante;pt
bem-comportado;pt
belicoso;pt
baptista;pt
baldio;pt
balbuciante;pt
bairrista;pt
baiano;pt
bagunçado;pt
bacana;pt
baboso;pt
açucarado;pt
azul-acinzentado;pt
avisado;pt
aventuroso;pt
automobilístico;pt
auto-suficiente;pt
austríaco;pt
atônito;pt
aturado;pt
atulhado;pt
atrofiado;pt
atroador;pt
atribulado;pt
atravessado;pt
atormentado;pt
ateu;pt
astucioso;pt
astronômico;pt
assentado;pt
asquenazim;pt
asmático;pt
artrítico;pt
arrojado;pt
arrebicado;pt
aristocrata;pt
arejado;pt
arbóreo;pt
aquecido;pt
aproveitável;pt
apreciador;pt
aplicado;pt
apetitoso;pt
apetecível;pt
apaziguado;pt
antipático;pt
antiinflamatório;pt
anticoncepcional;pt
anti-rábico;pt
antessentido;pt
antecedente;pt
ansiado;pt
anotado;pt
anoréxico;pt
animalesco;pt
anglicano;pt
andrógino;pt
andrajoso;pt
ancilar;pt
ancho;pt
anarquista;pt
anafado;pt
amulatado;pt
amorável;pt
amontoado;pt
amnésico;pt
amendoado;pt
amazônico;pt
amatório;pt
amassado;pt
amarelento;pt
amaneirado;pt
altissonante;pt
alteroso;pt
alterado;pt
aloho;pt
almaço;pt
alienígena;pt
alcantilado;pt
ajuizado;pt
ajardinado;pt
aguado;pt
agro;pt
agoirento;pt
agnóstico;pt
afreguesado;pt
afobado;pt
afetivo;pt
afectivo;pt
adversário;pt
adoentado;pt
adesivo;pt
adamascado;pt
ad hoc;pt
acumulado;pt
aconselhável;pt
aconchegado;pt
acinzentado;pt
achacado;pt
acariciante;pt
abusivo;pt
abstruso;pt
abstraído;pt
abreviado;pt
aborrecível;pt
abolicionista;pt
abobado;pt
abaulado;pt
abafadiço;pt
úbere;pt
írrito;pt
étnico;pt
âmbar;pt
ázimo;pt
áulico;pt
áudio;pt
átono;pt
árctico;pt
álgido;pt
à-toa;pt
zumbidor;pt
zulecho;pt
zodiacal;pt
zebrado;pt
zanaga;pt
xucro;pt
xoso;pt
vultoso;pt
votivo;pt
você-que-se-dane;pt
vocálico;pt
vociferante;pt
vocacionado;pt
vocabular;pt
voador;pt
vivido;pt
vivaz;pt
vitamínico;pt
vitalício;pt
virulento;pt
virtual;pt
viral;pt
virado;pt
violável;pt
violáceo;pt
viejo;pt
vicentino;pt
vibrátil;pt
vetusto;pt
vestido;pt
vesgueiro;pt
vertical-horizontal;pt
vermelho-púrpura;pt
vermelho-lacre;pt
vermelho-grená;pt
vermelho-framboesa;pt
vermelho-arroxeado;pt
verde-vivo;pt
verde-seco;pt
verde-ramagem;pt
verde-lima;pt
verde-garrafa;pt
verde-esmeralda;pt
verde-escuro;pt
verde-dourado;pt
verde-cinza;pt
verde-brilhante;pt
verde-azulado;pt
verde-azul;pt
verde-amarelo;pt
verde-acinzentado;pt
veraz;pt
veraneante;pt
veneziano;pt
venerador;pt
vendedor;pt
venal;pt
vem-me-dar-me-uma;pt
velha;pt
vegetável;pt
vedado;pt
vascular;pt
variável;pt
variegado;pt
varicoso;pt
variante;pt
varado;pt
valetudinário;pt
valenciano;pt
vacinado;pt
uterino;pt
usurpador;pt
useiro;pt
urinário;pt
urdidor;pt
unitário;pt
undiscovered;pt
umedecido;pt
ultravioleta;pt
ultrapassável;pt
ulterior;pt
ubíquo;pt
têxtil;pt
tétrico;pt
tátil;pt
táctil;pt
táctico;pt
turquesa;pt
tudesco;pt
tucano;pt
trêfego;pt
troncudo;pt
trombudo;pt
trintão;pt
trigonal;pt
tridimensional;pt
tribal;pt
tresloucado;pt
tremido;pt
travesso;pt
traquejado;pt
transpirado;pt
transmutável;pt
transistorizado;pt
transido;pt
transformador;pt
transcendental;pt
transbebido;pt
trabalhista;pt
toureiro;pt
totoso;pt
totalitário;pt
torácico;pt
tory;pt
torrencial;pt
torrado;pt
tonitroante;pt
tonante;pt
titulado;pt
titubeante;pt
titereteiro;pt
tinhoso;pt
tingido;pt
timorato;pt
tifóide;pt
thalassarcto;pt
teúdo;pt
textual;pt
teutônico;pt
terrífico;pt
terrificante;pt
terreal;pt
terminante;pt
terminal;pt
teologal;pt
tentacular;pt
tendente;pt
tendencioso;pt
temporão;pt
templário;pt
temido;pt
telúrico;pt
televangelista;pt
telepático;pt
teleológico;pt
telefonista;pt
tecnológico;pt
technicolor;pt
teatroso;pt
tcheco;pt
taurino;pt
tardo;pt
tangível;pt
tagarela;pt
súplice;pt
símio;pt
sênior;pt
sáfaro;pt
suspiroso;pt
suspicaz;pt
surreal;pt
suprametido;pt
supradivino;pt
supradito;pt
supraciliar;pt
supra-rogatório;pt
superlativo;pt
suntuoso;pt
sumarento;pt
sulino;pt
sudoeste;pt
sucumbido;pt
sucinto;pt
substituto;pt
subsistente;pt
subseqüente;pt
subordinado;pt
subliminar;pt
subjugante;pt
subido;pt
subaquático;pt
stakhanovista;pt
sovina;pt
sortudo;pt
sortido;pt
sorriso;pt
soroterápico;pt
sorna;pt
sonso;pt
sonoroso;pt
somítico;pt
soluçante;pt
soluçado;pt
solta;pt
solerte;pt
sofrível;pt
sociológico;pt
socado;pt
sobressalente;pt
sobreposto;pt
sobrante;pt
soalheiro;pt
situacional;pt
sitiante;pt
sinóptico;pt
sintático;pt
sintonizador;pt
sinfônico;pt
simplificador;pt
siderúrgico;pt
sibilado;pt
shocking;pt
sextavado;pt
seráfico;pt
servido;pt
serrilhado;pt
serrazina;pt
serrado;pt
serpentino;pt
serpenteante;pt
sequestrado;pt
sequencial;pt
septuagenário;pt
separatista;pt
sentimentalizado;pt
sentencioso;pt
sensitivo;pt
sensacionalista;pt
senhorial;pt
sendeiro;pt
senatorial;pt
semântico;pt
sempiterno;pt
semivirgem;pt
semimorto;pt
semilunar;pt
semigelado;pt
semiesperançado;pt
semiespecializado;pt
semidesnatado;pt
semiacabado;pt
semi-oval;pt
semi-louco;pt
semi-analfabeto;pt
sem-vergonha;pt
sem-sabor;pt
sem-cerimonioso;pt
selvático;pt
selecto;pt
selectivo;pt
seiscentista;pt
segmentado;pt
sedutora;pt
sedicioso;pt
seboso;pt
saárico;pt
saudosista;pt
sastisfeito;pt
sarraceno;pt
sarnoso;pt
sardônico;pt
sardónico;pt
sarapintado;pt
santificado;pt
sano;pt
sangrado;pt
sanfonado;pt
saltitão;pt
salteador;pt
salpicado;pt
salesiano;pt
sagitário;pt
sadomasoquista;pt
sacrossanto;pt
sacral;pt
saciado;pt
sacerdotal;pt
sabático;pt
saburroso;pt
sabichão;pt
ruço;pt
rupestre;pt
ruminado;pt
rulê;pt
ruborizado;pt
roído;pt
rouquenho;pt
rosnador;pt
rosa-shocking;pt
rosa-pérola;pt
rosa-acinzentado;pt
românico;pt
romeno;pt
rolado;pt
rogatório;pt
rogado;pt
roedor;pt
rodesiano;pt
rodado;pt
robótico;pt
riscado;pt
rimado;pt
ridente;pt
ribombante;pt
ribeirinho;pt
rezingão;pt
revolvido;pt
revoltante;pt
revirado;pt
reversível;pt
reverendo;pt
reverberante;pt
retráctil;pt
retroactivo;pt
reticulado;pt
retemperador;pt
retangular;pt
resumível;pt
resumido;pt
restrito;pt
restritivo;pt
restaurador;pt
ressoante;pt
ressaibado;pt
respeitante;pt
resinoso;pt
residual;pt
repuxante;pt
reputado;pt
reptiliário;pt
reprovável;pt
repressivo;pt
repolhudo;pt
repetidor;pt
repetente;pt
repeso;pt
rendido;pt
renascente;pt
remuneratório;pt
reminiscente;pt
remendado;pt
rememorativo;pt
remanescente;pt
relvado;pt
relapso;pt
regressivo;pt
regrante;pt
registador;pt
regimental;pt
regelado;pt
regalador;pt
refractário;pt
refolhudo;pt
reflexivo;pt
referente;pt
reducionista;pt
redobrado;pt
redentor;pt
recém-viúvo;pt
recém-falecido;pt
recém-casado;pt
recurvado;pt
rectal;pt
recriminatório;pt
recreativo;pt
recortado;pt
recorrente;pt
recorde;pt
recomendável;pt
recoberto;pt
recalcado;pt
rebolante;pt
rebentado;pt
rebarbativo;pt
reanimado;pt
realístico;pt
reabilitado;pt
rapace;pt
rangedor;pt
rancheiro;pt
ramalhudo;pt
racional-emotivo;pt
raciocinado;pt
rabínico;pt
quixotesco;pt
quinzenal;pt
quilométrico;pt
quejando;pt
quebrantado;pt
quebradiço;pt
quantitativo;pt
qualitativo;pt
qualificativo;pt
pútrido;pt
púbere;pt
pós-moderno;pt
pós-industrial;pt
pós-freudiano;pt
pós-coital;pt
pífio;pt
pétreo;pt
pélvico;pt
putrefacto;pt
puto;pt
putativo;pt
purpurino;pt
puro-sangue;pt
punitivo;pt
punidor;pt
pulmonar;pt
pulha;pt
pudendo;pt
psicossomático;pt
psicossocial;pt
psicossexual;pt
psicodélico;pt
psicanalítico;pt
psicadélico;pt
prússico;pt
pró-árabe;pt
pré-natal;pt
pré-fabricado;pt
pré-conjugal;pt
provincial;pt
providente;pt
proverbial;pt
provecto;pt
proposital;pt
proporcionado;pt
propo;pt
propiciatório;pt
promotor;pt
promocional;pt
prometente;pt
prolífico;pt
prolixo;pt
proletário;pt
proibitivo;pt
profissionalizado;pt
professoral;pt
procriador;pt
processual;pt
prismático;pt
primoroso;pt
primo;pt
primevo;pt
preventivo;pt
prevecta;pt
prevalecente;pt
pretendente;pt
presumido;pt
prestimoso;pt
pressurizado;pt
presidencial;pt
pregueado;pt
predizível;pt
predial;pt
predestinado;pt
predador;pt
precursor;pt
preconceituoso;pt
prebendário;pt
preambular;pt
praiano;pt
pragmático;pt
pouco;pt
potentado;pt
portuário;pt
portuga;pt
portentoso;pt
porreiro;pt
pornô;pt
pormenorizado;pt
pontifical;pt
pombalino;pt
política;pt
polonês;pt
politécnico;pt
polifónico;pt
polaco;pt
poetizante;pt
poente;pt
plurirracial;pt
pleistocênico;pt
platônico;pt
planáltico;pt
plantado;pt
pitosga;pt
pingante;pt
pigmeu;pt
picuinhas;pt
pichelingue;pt
picado;pt
petrimóvel;pt
petitório;pt
petalado;pt
pestilencial;pt
pestanudo;pt
peso-leve;pt
peruano;pt
perseverante;pt
perseguidor;pt
perscrutador;pt
perolado;pt
pernudo;pt
permeável;pt
perlado;pt
perito;pt
periforme;pt
perguntão;pt
perfurante;pt
perfilado;pt
perene;pt
perenal;pt
perempto;pt
perecível;pt
perdulário;pt
perdoável;pt
perdoador;pt
perdedor;pt
percuciente;pt
pequeno-burguês;pt
pensageiro;pt
penhorado;pt
penetrado;pt
peneirento;pt
pendular;pt
pelancudo;pt
pejorativo;pt
pedófilo;pt
pedrês;pt
pedregoso;pt
pedestre;pt
pedaleiro;pt
pedagógico;pt
peccato;pt
pavimentado;pt
pau;pt
patriótico-revolucionário;pt
patriota;pt
patogénico;pt
patife;pt
patello;pt
passível;pt
pascácio;pt
paródico;pt
parolo;pt
parental;pt
pardavasco;pt
paranóico;pt
paralisante;pt
paraibano;pt
papudo;pt
papal;pt
pançudo;pt
palúdico;pt
palavroso;pt
paladiano;pt
pacificador;pt
pachola;pt
otomano;pt
otimista;pt
oscilatório;pt
ornamentado;pt
orgíaco;pt
organizativo;pt
oratório;pt
oprimente;pt
opiniático;pt
operático;pt
operatório;pt
onomástico;pt
onipresente;pt
oneroso;pt
ondulatório;pt
ondeante;pt
omnipresente;pt
omisso;pt
ominoso;pt
olímpico;pt
olorundidun;pt
oloroso;pt
oligofrênico;pt
olheirento;pt
olfactivo;pt
oleaginoso;pt
oitocentista;pt
oitavado;pt
oiro;pt
ogival;pt
ofídico;pt
oftalmologista;pt
odiento;pt
ocre;pt
oceânico;pt
occipital;pt
obstipado;pt
observável;pt
obsequiador;pt
obscurecido;pt
obrigado;pt
obcecante;pt
nórdico;pt
nómada;pt
néscio;pt
não-vital;pt
não-precioso;pt
não-oficial;pt
não-negociável;pt
não-natural;pt
nutricional;pt
novo-cristão;pt
novel;pt
novato;pt
notarial;pt
norte-americano;pt
normando;pt
nobiliário;pt
niquelado;pt
nimbado;pt
nihilo;pt
neófito;pt
newtoniano;pt
new;pt
nevrálgico;pt
nevoento;pt
neurotóxico;pt
neuromotor;pt
neurológico;pt
nepalês;pt
neogótico;pt
neo-clássico;pt
negro-esverdeado;pt
negrejante;pt
negreiro;pt
negregado;pt
negociável;pt
negociante;pt
naturalista;pt
nasalado;pt
narcótico;pt
napoleônico;pt
napoleónico;pt
namoriscador;pt
nado;pt
nacional-sindicalista;pt
nacional-revolucionário;pt
módico;pt
móbil;pt
máximo;pt
mutante;pt
musculado;pt
multimilionário;pt
multimedia;pt
mulheril;pt
mulherengo;pt
moído;pt
motineiro;pt
mosqueado;pt
morrinhento;pt
morfológico;pt
moremo;pt
mordente;pt
moralizador;pt
monógamo;pt
monócromo;pt
monástico;pt
montado;pt
monstro;pt
monoteísta;pt
monossilábico;pt
monogâmico;pt
monocórdio;pt
monocromático;pt
mongólico;pt
molesto;pt
mogadónico;pt
mofino;pt
modular;pt
mocho;pt
mixuruca;pt
miudinho;pt
mitrado;pt
mitigador;pt
miseris;pt
miserando;pt
misantrópico;pt
misantropo;pt
mirrado;pt
mirabolante;pt
minério;pt
miniaturista;pt
miniatural;pt
minhoto;pt
minguante;pt
militarizado;pt
miliciano;pt
milenarista;pt
migratório;pt
mignon;pt
microndas;pt
mexeriqueiro;pt
metonímico;pt
metalúrgico;pt
mesurado;pt
mestre;pt
messiânico;pt
mesmo;pt
meridiano;pt
meretíssimo;pt
merencório;pt
mercante;pt
mercadológico;pt
menstrual;pt
menor;pt
memorando;pt
membrudo;pt
melento;pt
melado;pt
meio-receoso;pt
meio-francês;pt
meio-cobiçoso;pt
megafonhento;pt
mediterrâneo;pt
medievo;pt
me-dá-aqui-sua-juventude-,-toma-lá-meu-dinheiro;pt
matusquela;pt
matriarcal;pt
matraqueante;pt
mato-grossense;pt
matizado;pt
mater;pt
mateiro;pt
mata-lesmas;pt
mascavo;pt
mascarado;pt
marxista-leninista;pt
martelado;pt
marmorizado;pt
marfim-velho;pt
mareado;pt
marchetado;pt
marcante;pt
marcado;pt
marado;pt
manuscrito;pt
manufactureiro;pt
manteúdo;pt
manipulável;pt
manipulador;pt
maneiroso;pt
mandona;pt
malvisto;pt
malvestido;pt
malvado;pt
malva;pt
maltês;pt
maltratado;pt
maltrapilho;pt
malformado;pt
malfeito;pt
maleável;pt
malcuidado;pt
malconservado;pt
mal-sucedido;pt
mal-morto;pt
mal-disposto;pt
mal-assombrado;pt
mal-alcatroado;pt
majestático;pt
magricela;pt
magrelo;pt
mago;pt
magnànimo;pt
magistral;pt
madrugador;pt
maconde;pt
machista;pt
macedónico;pt
macarrónico;pt
macambúzio;pt
macaco;pt
lúteo;pt
lúrido;pt
luxurioso;pt
luminescente;pt
luarento;pt
louvador;pt
louro-palha;pt
louro-claro;pt
lombrosiano;pt
livre-pensante;pt
litográfico;pt
lisonjeador;pt
lisboeta;pt
linguístico;pt
linear;pt
linda;pt
limítrofe;pt
limitador;pt
light;pt
ligeirento;pt
liceal;pt
libertário;pt
lhano;pt
levedado;pt
levado;pt
levadiço;pt
letivo;pt
leste-oeste;pt
leste;pt
lesivo;pt
lesado;pt
leninista;pt
lenhoso;pt
leguminoso;pt
legislativo;pt
legionário;pt
ledo;pt
lazarento;pt
lauto;pt
laureado;pt
laudatório;pt
lascado;pt
laringeu;pt
lapidar;pt
lanudo;pt
lantejolado;pt
lanceolado;pt
lampeiro;pt
laminado;pt
lamecha;pt
lambão;pt
lambido;pt
laico;pt
lacerante;pt
kolorí;pt
kolori;pt
kafkiano;pt
jônico;pt
jónico;pt
jurisprudencial;pt
jugular;pt
joyciano;pt
jornalístico;pt
jondo;pt
jesuíta;pt
janota;pt
jacobino;pt
iterativo;pt
isócrono;pt
isabelino;pt
irritável;pt
irreversível;pt
irrespondível;pt
irresoluto;pt
irreligioso;pt
irrefragável;pt
irrecusável;pt
irrecuperável;pt
irreconciliável;pt
irrealizável;pt
irrazoável;pt
iridescente;pt
iracundo;pt
ipsissimo;pt
inviável;pt
inviolado;pt
investigador;pt
invernoso;pt
inumano;pt
intumescido;pt
intrusivo;pt
intransmissível;pt
intranquilo;pt
intrafamiliar;pt
intracraniano;pt
intonso;pt
intolerante;pt
intimista;pt
intimidador;pt
intestino;pt
intestinal;pt
interurbano;pt
interpretativo;pt
interplanetário;pt
interlocutório;pt
intercultural;pt
intercidades;pt
intencionado;pt
intemporal;pt
intelectualóide;pt
inteiriço;pt
insultado;pt
institucional;pt
instalado;pt
insofreável;pt
insincero;pt
insepulto;pt
insalubre;pt
inquinado;pt
inquebrável;pt
inqualificado;pt
inorgânico;pt
inoculador;pt
injustificável;pt
inimitável;pt
inidentificável;pt
iniciador;pt
inibido;pt
inglório;pt
ingente;pt
infrene;pt
infortunado;pt
inflamatório;pt
infindo;pt
infierno;pt
infectado;pt
infeccioso;pt
inexeqüível;pt
inexcedível;pt
inestético;pt
inescrupuloso;pt
inelutável;pt
inegociável;pt
industrioso;pt
industrializado;pt
indonésio;pt
indomado;pt
indivisível;pt
indissolúvel;pt
indisputável;pt
indisponível;pt
indisfarçável;pt
indiscernível;pt
indireto;pt
indigesto;pt
indicativo;pt
indestrinçável;pt
indesejado;pt
indesculpável;pt
indemonstrável;pt
indefectível;pt
indagador;pt
incómoda;pt
incógnito;pt
inculto;pt
incriminador;pt
incorruptível;pt
incorpóreo;pt
incontável;pt
incontrolado;pt
incontestado;pt
incontentável;pt
inconsolado;pt
inconseqüente;pt
inconciliável;pt
incomunicável;pt
incompreendido;pt
incomodativo;pt
incomensurável;pt
incivil;pt
incipiente;pt
incestuoso;pt
incendiado;pt
incauto;pt
incasável;pt
inatural;pt
inarticulado;pt
inapto;pt
inapropriado;pt
inapreciável;pt
inapelável;pt
inamovível;pt
inadvertido;pt
inadmissível;pt
in-quarto;pt
impune;pt
impudico;pt
impudente;pt
improvisado;pt
imprestável;pt
impressivo;pt
impressionável;pt
impressionista;pt
impreparado;pt
impraticável;pt
impossibilitado;pt
impositivo;pt
imperscrutável;pt
imperialista;pt
impassivo;pt
impante;pt
impagável;pt
imovente;pt
imortalizado;pt
imigrado;pt
imemorial;pt
imbuído;pt
imbatível;pt
imaterial;pt
imanente;pt
imagético;pt
imaginoso;pt
ilógico;pt
ilibado;pt
iletrado;pt
ilegível;pt
ignaro;pt
icónico;pt
ianque;pt
hípico;pt
humorado;pt
humedecido;pt
humanista;pt
hotentote;pt
hospitalizado;pt
hortícola;pt
homogêneo;pt
home;pt
hollywoodiano;pt
hippie;pt
himénico;pt
hidrópico;pt
hidrófobo;pt
hialino;pt
heurístico;pt
heteróclito;pt
heráldico;pt
hermético;pt
hermenêutico;pt
hermano;pt
hermafrodita;pt
helénico;pt
helenístico;pt
hegeliano;pt
hedonista;pt
hablo;pt
hablabo;pt
habitável;pt
habitacional;pt
gálico;pt
gustativo;pt
guedelhudo;pt
guapo;pt
grão;pt
grumoso;pt
grudento;pt
gronelandês;pt
grilo;pt
greco-cipriota;pt
gravoso;pt
gravado;pt
gratificado;pt
granítico;pt
granulado;pt
granitado;pt
granate;pt
gramado;pt
grafite;pt
grado;pt
gotoso;pt
gorgulhante;pt
gomado;pt
gomada;pt
glúteo;pt
gingado;pt
gesticulatório;pt
germinado;pt
gerador;pt
geopolítico;pt
genocida;pt
gemente;pt
gemebundo;pt
gaúcho;pt
gatinhoso;pt
gasturoso;pt
gastador;pt
garrafal;pt
garboso;pt
ganancioso;pt
galopante;pt
galgo;pt
gaiolo;pt
gaguejante;pt
gago;pt
fóssil;pt
físico-químico;pt
férvido;pt
fuzilante;pt
fusco;pt
furta-cor;pt
funo;pt
fundido;pt
fundador;pt
fundado;pt
fumarento;pt
fulo;pt
fulminado;pt
fulgente;pt
fulcral;pt
frustrante;pt
froixo;pt
frisante;pt
freudiano;pt
freirático;pt
frascário;pt
franzido;pt
franco-prussiano;pt
fraldiqueiro;pt
fragrante;pt
fragmentário;pt
fossilizado;pt
fosfórico;pt
fortificado;pt
fornicador;pt
fornecedor;pt
forense;pt
forasteiro;pt
fora-de-moda;pt
fora-da-lei;pt
folhetinesco;pt
folhado;pt
foleiro;pt
fluminense;pt
florentino;pt
flavo;pt
fiável;pt
fisionomista;pt
finito;pt
findo;pt
finalista;pt
filisteu;pt
filipino;pt
filho;pt
figurativo;pt
fichinha;pt
fiado;pt
ferruginoso;pt
ferrenho;pt
fero;pt
fernandino;pt
ferino;pt
feriado;pt
feminil;pt
femeeiro;pt
felizardo;pt
federal;pt
fastiento;pt
farfalhante;pt
fanático;pt
fantasmático;pt
fantasma;pt
fantasioso;pt
falível;pt
faltoso;pt
falido;pt
falaz;pt
falacioso;pt
facultativo;pt
factual;pt
faceto;pt
facetado;pt
fac-similado;pt
fabulante;pt
exíguo;pt
extático;pt
extremis;pt
extra-religioso;pt
extra-humano;pt
explicativo;pt
experto;pt
expedicionário;pt
existencialista;pt
exequível;pt
execrando;pt
excruciante;pt
excluído;pt
exatasiado;pt
exangue;pt
ex-viúvo;pt
ex-católico;pt
evitável;pt
etílico;pt
etrusco;pt
etológico;pt
etimológico;pt
esvaecido;pt
estúpido-inteligente;pt
estóico;pt
estupefaciente;pt
estuante;pt
estrutural;pt
estroinas;pt
estroboscópico;pt
estreitado;pt
estourado;pt
estilizado;pt
estilhado;pt
estereotipado;pt
estercorário;pt
esteatopígio;pt
estatal;pt
estagnante;pt
estagiário;pt
estadual;pt
estacionário;pt
estabanado;pt
esroupado;pt
esquálido;pt
esquerdista;pt
espraiado;pt
espoliado;pt
espojado;pt
esplendente;pt
espiritualizado;pt
espiralado;pt
espiral;pt
espigado;pt
espertalhão;pt
espaventoso;pt
espartilhado;pt
espapaçado;pt
esmorecido;pt
esmagado;pt
esguedelhado;pt
esgrouviado;pt
esganado;pt
esgalhado;pt
esgalgado;pt
esfíngio;pt
esfíngico;pt
esfuziante;pt
esfumaçado;pt
esfrangalhado;pt
esfogueteado;pt
esfogueado;pt
esfaimado;pt
esfacelado;pt
escurecido;pt
esculpido;pt
escrito;pt
escorreito;pt
esconso;pt
escaveirado;pt
escavado;pt
escarrapachado;pt
escarranchado;pt
escarrado;pt
escapo;pt
escanzelado;pt
escanhoado;pt
escangalhado;pt
escamoso;pt
escamado;pt
escabroso;pt
esbofado;pt
eqüino;pt
eqüestre;pt
equinocial;pt
epilético;pt
enxerido;pt
envernizado;pt
envaidecido;pt
enublado;pt
entusiasmante;pt
entumescido;pt
entrouxado;pt
entristecido;pt
entrelaçado;pt
entre-cortado;pt
entranhado;pt
entorpecente;pt
entediante;pt
ensombrecido;pt
ensimesmado;pt
enroupado;pt
enroscado;pt
enriquecido;pt
enriquecedor;pt
enraizado;pt
enrabichado;pt
enleado;pt
enlatado;pt
enlanguescido;pt
enjeitado;pt
enguiçado;pt
engrolado;pt
engadanhado;pt
enfeitiçado;pt
enfeitado;pt
energético;pt
endémico;pt
endomingado;pt
endividado;pt
encovado;pt
encorreado;pt
encorpado;pt
encorajante;pt
enclausurado;pt
enciumado;pt
enciclopédico;pt
encefálico;pt
encarregado;pt
encaroçado;pt
encapelado;pt
encantante;pt
encanecido;pt
encadeado;pt
emérito;pt
emproado;pt
empresarial;pt
empoçado;pt
emplumado;pt
emperolado;pt
empastelado;pt
empapuçado;pt
empantufado;pt
emotivo-racional;pt
emigrante;pt
embriagante;pt
embranquecido;pt
embonecado;pt
embirrento;pt
embebido;pt
embaidor;pt
embaciado;pt
emaciado;pt
elitista;pt
elegível;pt
electrizante;pt
electrizado;pt
ejaculatório;pt
egresso;pt
efémero;pt
efetivo;pt
efervescente;pt
efabulador;pt
edípico;pt
editorial;pt
edipiano;pt
edificador;pt
ecuménico;pt
ecológico;pt
eclético;pt
dúctil;pt
dórico;pt
díspar;pt
dândi;pt
duplicado;pt
ducal;pt
dubitável;pt
dual;pt
doído;pt
dotal;pt
dorsal;pt
dormitante;pt
dorminhoco;pt
donzel;pt
donairoso;pt
domingueiro;pt
doloso;pt
doida;pt
dogmático;pt
documental;pt
ditatorial;pt
distanciado;pt
dissuasor;pt
dissipado;pt
disléxico;pt
disfarçatório;pt
disciplinado;pt
diritto;pt
dirigista;pt
direitista;pt
director;pt
directivo;pt
diplomado;pt
diminuído;pt
dileto;pt
dilacerante;pt
dilacerado;pt
digressivo;pt
dificultoso;pt
didáctico;pt
dialéctico;pt
devoluto;pt
devedor;pt
determinístico;pt
deteriorador;pt
detector;pt
desértico;pt
desvitalizado;pt
desviado;pt
desventuroso;pt
